NL input,Key Values,Cypher Query
A warehouse should not process more than ten shipments in a single day.,"Activity: [""process shipment""], EntityType: [""warehouse""], Actor: []","MATCH (warehouse:Entity {EntityType: ""Warehouse""})<-[:CORR]-(shipmentEvent:Event {Activity: ""process shipment""}) WITH warehouse, shipmentEvent WITH warehouse, COLLECT(shipmentEvent.timestamp) AS timestamps WITH warehouse, REDUCE(ruleSatisfied = true, idx IN RANGE(0, SIZE(timestamps) - 1) | ruleSatisfied AND SIZE([t IN timestamps WHERE t >= timestamps[idx] AND t < timestamps[idx] + duration({days: 1})]) <= 10) AS ruleSatisfied WITH COLLECT(ruleSatisfied) AS warehouseRules RETURN ALL(rule IN warehouseRules WHERE rule = true) AS ruleHoldsForAllWarehouses"
Patients should not book more than two appointments within a month.,"Activity: [""book appointment""], EntityType: [""patient""], Actor: []","MATCH (patient:Entity {EntityType: ""Patient""})<-[:CORR]-(appointmentEvent:Event {Activity: ""book appointment""}) WITH patient, appointmentEvent WITH patient, COLLECT(appointmentEvent.timestamp) AS timestamps WITH patient, REDUCE(ruleSatisfied = true, idx IN RANGE(0, SIZE(timestamps) - 1) | ruleSatisfied AND SIZE([t IN timestamps WHERE t >= timestamps[idx] AND t < timestamps[idx] + duration({months: 1})]) <= 2) AS ruleSatisfied WITH COLLECT(ruleSatisfied) AS patientRules RETURN ALL(rule IN patientRules WHERE rule = true) AS ruleHoldsForAllPatients"
A bank account should not have more than five withdrawal transactions in a day.,"Activity: [""Withdraw Money""], EntityType: [""Bank Account""], Actor: []","MATCH (account:Entity {EntityType: ""Bank Account""})<-[:CORR]-(withdrawalEvent:Event {Activity: ""Withdraw Money""}) WITH account, withdrawalEvent WITH account, COLLECT(withdrawalEvent.timestamp) AS timestamps WITH account, REDUCE(ruleSatisfied = true, idx IN RANGE(0, SIZE(timestamps) - 1) | ruleSatisfied AND SIZE([t IN timestamps WHERE t >= timestamps[idx] AND t < timestamps[idx] + duration({days: 1})]) <= 5) AS ruleSatisfied WITH COLLECT(ruleSatisfied) AS accountRules RETURN ALL(rule IN accountRules WHERE rule = true) AS ruleHoldsForAllAccounts"
"A ""Purchase Request"" event must not be recorded more than five times per month for any department.","Activity: [""Purchase Request""], EntityType: [""Department""], Actor: []","MATCH (department:Entity {EntityType: ""Department""})<-[:CORR]-(purchaseEvent:Event {Activity: ""Purchase Request""}) WITH department, purchaseEvent WITH department, COLLECT(purchaseEvent.timestamp) AS timestamps WITH department, REDUCE(ruleSatisfied = true, idx IN RANGE(0, SIZE(timestamps) - 1) | ruleSatisfied AND SIZE([t IN timestamps WHERE t >= timestamps[idx] AND t < timestamps[idx] + duration({months: 1})]) <= 5) AS ruleSatisfied WITH COLLECT(ruleSatisfied) AS departmentRules RETURN ALL(rule IN departmentRules WHERE rule = true) AS ruleHoldsForAllDepartments"
"No ""Login Attempt"" event should be triggered more than ten times per day for any user.","Activity: [""Login Attempt""], EntityType: [""User""], Actor: []","MATCH (user:Entity {EntityType: ""User""})<-[:CORR]-(loginEvent:Event {Activity: ""Login Attempt""}) WITH user, loginEvent WITH user, COLLECT(loginEvent.timestamp) AS timestamps WITH user, REDUCE(ruleSatisfied = true, idx IN RANGE(0, SIZE(timestamps) - 1) | ruleSatisfied AND SIZE([t IN timestamps WHERE t >= timestamps[idx] AND t < timestamps[idx] + duration({days: 1})]) <= 10) AS ruleSatisfied WITH COLLECT(ruleSatisfied) AS userRules RETURN ALL(rule IN userRules WHERE rule = true) AS ruleHoldsForAllUsers"
"A ""Stock Update"" event must not occur more than twice a day per product.","Activity: [""Stock Update""], EntityType: [""Product""], Actor: []","MATCH (product:Entity {EntityType: ""Product""})<-[:CORR]-(stockEvent:Event {Activity: ""Stock Update""}) WITH product, stockEvent WITH product, COLLECT(stockEvent.timestamp) AS timestamps WITH product, REDUCE(ruleSatisfied = true, idx IN RANGE(0, SIZE(timestamps) - 1) | ruleSatisfied AND SIZE([t IN timestamps WHERE t >= timestamps[idx] AND t < timestamps[idx] + duration({days: 1})]) <= 2) AS ruleSatisfied WITH COLLECT(ruleSatisfied) AS productRules RETURN ALL(rule IN productRules WHERE rule = true) AS ruleHoldsForAllProducts"
"No ""Ticket Submission"" event should be created more than five times per customer in a week.","Activity: [""Ticket Submission""], EntityType: [""Customer""], Actor: []","MATCH (customer:Entity {EntityType: ""Customer""})<-[:CORR]-(ticketEvent:Event {Activity: ""Ticket Submission""}) WITH customer, ticketEvent WITH customer, COLLECT(ticketEvent.timestamp) AS timestamps WITH customer, REDUCE(ruleSatisfied = true, idx IN RANGE(0, SIZE(timestamps) - 1) | ruleSatisfied AND SIZE([t IN timestamps WHERE t >= timestamps[idx] AND t < timestamps[idx] + duration({days: 7})]) <= 5) AS ruleSatisfied WITH COLLECT(ruleSatisfied) AS customerRules RETURN ALL(rule IN customerRules WHERE rule = true) AS ruleHoldsForAllCustomers"
"A ""Project Approval"" event must not be registered more than once per quarter for any project.","Activity: [""Project Approval""], EntityType: [""Project""], Actor: []","MATCH (project:Entity {EntityType: ""Project""})<-[:CORR]-(approvalEvent:Event {Activity: ""Project Approval""}) WITH project, approvalEvent WITH project, COLLECT(approvalEvent.timestamp) AS timestamps WITH project, REDUCE(ruleSatisfied = true, idx IN RANGE(0, SIZE(timestamps) - 1) | ruleSatisfied AND SIZE([t IN timestamps WHERE t >= timestamps[idx] AND t < timestamps[idx] + duration({months: 3})]) <= 1) AS ruleSatisfied WITH COLLECT(ruleSatisfied) AS projectRules RETURN ALL(rule IN projectRules WHERE rule = true) AS ruleHoldsForAllProjects"
"Each supplier should not generate more than two ""Invoice Submission"" events per month.","Activity: [""Invoice Submission""], EntityType: [""Supplier""], Actor: []","MATCH (supplier:Entity {EntityType: ""Supplier""})<-[:CORR]-(invoiceEvent:Event {Activity: ""Invoice Submission""}) WITH supplier, invoiceEvent WITH supplier, COLLECT(invoiceEvent.timestamp) AS timestamps WITH supplier, REDUCE(ruleSatisfied = true, idx IN RANGE(0, SIZE(timestamps) - 1) | ruleSatisfied AND SIZE([t IN timestamps WHERE t >= timestamps[idx] AND t < timestamps[idx] + duration({months: 1})]) <= 2) AS ruleSatisfied WITH COLLECT(ruleSatisfied) AS supplierRules RETURN ALL(rule IN supplierRules WHERE rule = true) AS ruleHoldsForAllSuppliers"
"A ""Payment Confirmation"" event must not be issued more than three times a day per bank account.","Activity: [""Payment Confirmation""], EntityType: [""Bank Account""], Actor: []","MATCH (account:Entity {EntityType: ""Bank Account""})<-[:CORR]-(paymentEvent:Event {Activity: ""Payment Confirmation""}) WITH account, paymentEvent WITH account, COLLECT(paymentEvent.timestamp) AS timestamps WITH account, REDUCE(ruleSatisfied = true, idx IN RANGE(0, SIZE(timestamps) - 1) | ruleSatisfied AND SIZE([t IN timestamps WHERE t >= timestamps[idx] AND t < timestamps[idx] + duration({days: 1})]) <= 3) AS ruleSatisfied WITH COLLECT(ruleSatisfied) AS accountRules RETURN ALL(rule IN accountRules WHERE rule = true) AS ruleHoldsForAllAccounts"
"No ""Delivery Confirmation"" event should be generated more than four times per supplier per week.","Activity: [""Delivery Confirmation""], EntityType: [""Supplier""], Actor: []","MATCH (supplier:Entity {EntityType: ""Supplier""})<-[:CORR]-(deliveryEvent:Event {Activity: ""Delivery Confirmation""}) WITH supplier, deliveryEvent WITH supplier, COLLECT(deliveryEvent.timestamp) AS timestamps WITH supplier, REDUCE(ruleSatisfied = true, idx IN RANGE(0, SIZE(timestamps) - 1) | ruleSatisfied AND SIZE([t IN timestamps WHERE t >= timestamps[idx] AND t < timestamps[idx] + duration({days: 7})]) <= 4) AS ruleSatisfied WITH COLLECT(ruleSatisfied) AS supplierRules RETURN ALL(rule IN supplierRules WHERE rule = true) AS ruleHoldsForAllSuppliers"
"John must not create an order after May 5th, 2023.","Activity: [""Create Order""], EntityType: [], Actor: [""John""]","MATCH (e:Event) WHERE e.Activity = ""Create Order"" AND e.Actor = ""John"" AND e.timestamp > datetime(""2023-05-05T23:59:59"") RETURN CASE WHEN count(e) > 0 THEN false ELSE true END AS rule_satisfied"
"Alice must avoid completing the ""Research Paper"" activity before June 1st, 2023.","Activity: [""Research Paper""], EntityType: [], Actor: [""Alice""]","MATCH (e:Event) WHERE e.Activity = ""Research Paper"" AND e.Actor = ""Alice"" AND e.timestamp < datetime(""2023-06-01T00:00:00"") RETURN CASE WHEN count(e) > 0 THEN false ELSE true END AS rule_satisfied"
"Sophia must not perform the ""Client Feedback"" event after January 1st, 2024.","Activity: [""client feedback""], EntityType: [], Actor: [""sophia""]","MATCH (e:Event) WHERE e.Activity = ""client feedback"" AND e.Actor = ""sophia"" AND e.timestamp > datetime(""2024-01-01T23:59:59"") RETURN CASE WHEN count(e) > 0 THEN false ELSE true END AS rule_satisfied"
"Emma must not submit the ""Annual Report"" after the end of the fiscal year on December 31st, 2023.","Activity: [""annual report""], EntityType: [], Actor: [""emma""]","MATCH (e:Event) WHERE e.Activity = ""annual report"" AND e.Actor = ""emma"" AND e.timestamp > datetime(""2023-12-31T23:59:59"") RETURN CASE WHEN count(e) > 0 THEN false ELSE true END AS rule_satisfied"
"Mike is prohibited from performing the ""Team Meeting"" event before February 15th, 2024.","Activity: [""team meeting""], EntityType: [], Actor: [""mike""]","MATCH (e:Event) WHERE e.Activity = ""team meeting"" AND e.Actor = ""mike"" AND e.timestamp < datetime(""2024-02-15T00:00:00"") RETURN CASE WHEN count(e) > 0 THEN false ELSE true END AS rule_satisfied"
"George must refrain from performing the ""Client Meeting"" before August 1st, 2023.","Activity: [""client meeting""], EntityType: [], Actor: [""george""]","MATCH (e:Event) WHERE e.Activity = ""client meeting"" AND e.Actor = ""george"" AND e.timestamp < datetime(""2023-08-01T00:00:00"") RETURN CASE WHEN count(e) > 0 THEN false ELSE true END AS rule_satisfied"
"Daniel must avoid performing an event with activity""Product Launch"" after December 15th, 2023.","Activity: [""product launch""], EntityType: [], Actor: [""daniel""]","MATCH (e:Event) WHERE e.Activity = ""product launch"" AND e.Actor = ""daniel"" AND e.timestamp > datetime(""2023-12-15T23:59:59"") RETURN CASE WHEN count(e) > 0 THEN false ELSE true END AS rule_satisfied"
"Olivia must not perform an event of type ""Market Research"" at any time after March 10th 2024.","Activity: [""market research""], EntityType: [], Actor: [""olivia""]","MATCH (e:Event) WHERE e.Activity = ""market research"" AND e.Actor = ""olivia"" AND e.timestamp > datetime(""2024-03-10T23:59:59"") RETURN CASE WHEN count(e) > 0 THEN false ELSE true END AS rule_satisfied"
"John is prohibited from performing a ""Contract Negotiation"" task before April 1st, 2024.","Activity: [""contract negotiation""], EntityType: [], Actor: [""john""]","MATCH (e:Event) WHERE e.Activity = ""contract negotiation"" AND e.Actor = ""john"" AND e.timestamp < datetime(""2024-04-01T00:00:00"") RETURN CASE WHEN count(e) > 0 THEN false ELSE true END AS rule_satisfied"
"Rachel must not finalize the ""Product Design"" before July 15th, 2024.","Activity: [""product design""], EntityType: [], Actor: [""rachel""]","MATCH (e:Event) WHERE e.Activity = ""product design"" AND e.Actor = ""rachel"" AND e.timestamp < datetime(""2024-07-15T00:00:00"") RETURN CASE WHEN count(e) > 0 THEN false ELSE true END AS rule_satisfied"
"Sarah must not submit a purchase order after September 30th, 2023.","Activity: [""submit purchase order""], EntityType: [], Actor: [""sarah""]","MATCH (e:Event) WHERE e.Activity = ""submit purchase order"" AND e.Actor = ""sarah"" AND e.timestamp > datetime(""2023-09-30T23:59:59"") RETURN CASE WHEN count(e) > 0 THEN false ELSE true END AS rule_satisfied"
"Alex must not approve a contract before December 1st, 2023.","Activity: [""Approve Contract""], EntityType: [], Actor: [""Alex""]","MATCH (e:Event) WHERE e.Activity = ""Approve Contract"" AND e.Actor = ""Alex"" AND e.timestamp < datetime(""2023-12-01T00:00:00"") RETURN CASE WHEN count(e) > 0 THEN false ELSE true END AS rule_satisfied"
Jennifer must not complete a product return after the last day of the September 2023.,"Activity: [""Complete Product Return""], EntityType: [], Actor: [""Jennifer""]","MATCH (e:Event) WHERE e.Activity = ""Complete Product Return"" AND e.Actor = ""Jennifer"" AND e.timestamp > datetime(""2023-09-30T23:59:59"") RETURN CASE WHEN count(e) > 0 THEN false ELSE true END AS rule_satisfied"
"Brian is not allowed to submit an invoice before July 15th, 2024.","Activity: [""Submit Invoice""], EntityType: [], Actor: [""Brian""]","MATCH (e:Event) WHERE e.Activity = ""Submit Invoice"" AND e.Actor = ""Brian"" AND e.timestamp < datetime(""2024-07-15T00:00:00"") RETURN CASE WHEN count(e) > 0 THEN false ELSE true END AS rule_satisfied"
"John must not approve a leave request after November 1st, 2023.","Activity: [""Approve Leave Request""], EntityType: [], Actor: [""John""]","MATCH (e:Event) WHERE e.Activity = ""Approve Leave Request"" AND e.Actor = ""John"" AND e.timestamp > datetime(""2023-11-01T23:59:59"") RETURN CASE WHEN count(e) > 0 THEN false ELSE true END AS rule_satisfied"
"Lucy must not complete a payment after June 30th, 2023.","Activity: [""Complete Payment""], EntityType: [], Actor: [""Lucy""]","MATCH (e:Event) WHERE e.Activity = ""Complete Payment"" AND e.Actor = ""Lucy"" AND e.timestamp > datetime(""2023-06-30T23:59:59"") RETURN CASE WHEN count(e) > 0 THEN false ELSE true END AS rule_satisfied"
"Emma must not create a new order after October 15th, 2023.","Activity: [""Create New Order""], EntityType: [], Actor: [""Emma""]","MATCH (e:Event) WHERE e.Activity = ""Create New Order"" AND e.Actor = ""Emma"" AND e.timestamp > datetime(""2023-10-15T23:59:59"") RETURN CASE WHEN count(e) > 0 THEN false ELSE true END AS rule_satisfied"
"Noah must not issue a refund after December 31st, 2023.","Activity: [""Issue Refund""], EntityType: [], Actor: [""Noah""]","MATCH (e:Event) WHERE e.Activity = ""Issue Refund"" AND e.Actor = ""Noah"" AND e.timestamp > datetime(""2023-12-31T23:59:59"") RETURN CASE WHEN count(e) > 0 THEN false ELSE true END AS rule_satisfied"
"Olivia must not initiate a product return after February 28th, 2023.","Activity: [""Initiate Product Return""], EntityType: [], Actor: [""Olivia""]","MATCH (e:Event) WHERE e.Activity = ""Initiate Product Return"" AND e.Actor = ""Olivia"" AND e.timestamp > datetime(""2023-02-28T23:59:59"") RETURN CASE WHEN count(e) > 0 THEN false ELSE true END AS rule_satisfied"
"James must not submit a timesheet after March 31st, 2023.","Activity: [""Submit Timesheet""], EntityType: [], Actor: [""James""]","MATCH (e:Event) WHERE e.Activity = ""Submit Timesheet"" AND e.Actor = ""James"" AND e.timestamp > datetime(""2023-03-31T23:59:59"") RETURN CASE WHEN count(e) > 0 THEN false ELSE true END AS rule_satisfied"
"Sarah must submit a purchase order before January 1st, 2023.","Activity: [""Submit Purchase Order""], EntityType: [], Actor: [""Sarah""]","MATCH (e:Event) WHERE e.Activity = ""Submit Purchase Order"" AND e.Actor = ""Sarah"" AND e.timestamp < datetime(""2023-01-01T00:00:00"") RETURN CASE WHEN count(e) > 0 THEN true ELSE false END AS rule_satisfied"
"James is required to approve a leave request on or before March 1st, 2024.","Activity: [""Approve Leave Request""], EntityType: [], Actor: [""James""]","MATCH (e:Event) WHERE e.Activity = ""Approve Leave Request"" AND e.Actor = ""James"" AND e.timestamp <= datetime(""2024-03-01T23:59:59"") RETURN CASE WHEN count(e) > 0 THEN true ELSE false END AS rule_satisfied"
"Emma must complete a product return before November 30th, 2023.","Activity: [""Complete Product Return""], EntityType: [], Actor: [""Emma""]","MATCH (e:Event) WHERE e.Activity = ""Complete Product Return"" AND e.Actor = ""Emma"" AND e.timestamp < datetime(""2023-11-30T00:00:00"") RETURN CASE WHEN count(e) > 0 THEN true ELSE false END AS rule_satisfied"
"Noah must perform a refund after April 1st, 2023.","Activity: [""Perform Refund""], EntityType: [], Actor: [""Noah""]","MATCH (e:Event) WHERE e.Activity = ""Perform Refund"" AND e.Actor = ""Noah"" AND e.timestamp > datetime(""2023-04-01T23:59:59"") RETURN CASE WHEN count(e) > 0 THEN true ELSE false END AS rule_satisfied"
"Olivia must create a new order on or after June 15th, 2024.","Activity: [""Create New Order""], EntityType: [], Actor: [""Olivia""]","MATCH (e:Event) WHERE e.Activity = ""Create New Order"" AND e.Actor = ""Olivia"" AND e.timestamp >= datetime(""2024-06-15T23:59:59"") RETURN CASE WHEN count(e) > 0 THEN true ELSE false END AS rule_satisfied"
"Alex must complete a task before 12:00 PM on December 25th, 2023.","Activity: [""Complete Task""], EntityType: [], Actor: [""Alex""]","MATCH (e:Event) WHERE e.Activity = ""Complete Task"" AND e.Actor = ""Alex"" AND e.timestamp < datetime(""2023-12-25T12:00:00"") RETURN CASE WHEN count(e) > 0 THEN true ELSE false END AS rule_satisfied"
"John is required to finish the invoice approval before the end of September 30th, 2023.","Activity: [""Approve Invoice""], EntityType: [], Actor: [""John""]","MATCH (e:Event) WHERE e.Activity = ""Approve Invoice"" AND e.Actor = ""John"" AND e.timestamp < datetime(""2023-09-30T23:59:59"") RETURN CASE WHEN count(e) > 0 THEN true ELSE false END AS rule_satisfied"
"Lucy must perform a quality check after March 1st, 2024.","Activity: [""Perform Quality Check""], EntityType: [], Actor: [""Lucy""]","MATCH (e:Event) WHERE e.Activity = ""Perform Quality Check"" AND e.Actor = ""Lucy"" AND e.timestamp > datetime(""2024-03-01T23:59:59"") RETURN CASE WHEN count(e) > 0 THEN true ELSE false END AS rule_satisfied"
"Brian must complete the order processing on or before January 1st, 2024.","Activity: [""Process Order""], EntityType: [], Actor: [""Brian""]","MATCH (e:Event) WHERE e.Activity = ""Process Order"" AND e.Actor = ""Brian"" AND e.timestamp <= datetime(""2024-01-01T23:59:59"") RETURN CASE WHEN count(e) > 0 THEN true ELSE false END AS rule_satisfied"
"R2 is required to perform activity ""Create Invoice"" no later than April 1st, 2023.","Activity: [""Create Invoice""], EntityType: [], Actor: [""R2""]","MATCH (e:Event) WHERE e.Activity = ""Create Invoice"" AND e.Actor = ""R2"" AND e.timestamp <= datetime(""2023-04-01T23:59:59"") RETURN CASE WHEN count(e) > 0 THEN true ELSE false END AS rule_satisfied"
"It is necessary for R3 to carry out an event of type ""Approve Leave Request"" at or after May 1st, 2024.","Activity: [""Approve Leave Request""], EntityType: [], Actor: [""R3""]","MATCH (e:Event) WHERE e.Activity = ""Approve Leave Request"" AND e.Actor = ""R3"" AND e.timestamp >= datetime(""2024-05-01T00:00:00"") RETURN CASE WHEN count(e) > 0 THEN true ELSE false END AS rule_satisfied"
"The completion of the task ""Complete Purchase"" by R4 must occur before June 1st, 2023.","Activity: [""Complete Purchase""], EntityType: [], Actor: [""R4""]","MATCH (e:Event) WHERE e.Activity = ""Complete Purchase"" AND e.Actor = ""R4"" AND e.timestamp < datetime(""2023-06-01T00:00:00"") RETURN CASE WHEN count(e) > 0 THEN true ELSE false END AS rule_satisfied"
"It is mandated that R5 performs an event ""Submit Report"" no later than July 15th, 2024.","Activity: [""Submit Report""], EntityType: [], Actor: [""R5""]","MATCH (e:Event) WHERE e.Activity = ""Submit Report"" AND e.Actor = ""R5"" AND e.timestamp <= datetime(""2024-07-15T23:59:59"") RETURN CASE WHEN count(e) > 0 THEN true ELSE false END AS rule_satisfied"
"A task ""Process Order"" must be handled by R6 on or after August 1st, 2023.","Activity: [""Process Order""], EntityType: [], Actor: [""R6""]","MATCH (e:Event) WHERE e.Activity = ""Process Order"" AND e.Actor = ""R6"" AND e.timestamp >= datetime(""2023-08-01T00:00:00"") RETURN CASE WHEN count(e) > 0 THEN true ELSE false END AS rule_satisfied"
"It is required that R7 completes an event of type ""Approve Invoice"" at the latest by September 1st, 2023.","Activity: [""Approve Invoice""], EntityType: [], Actor: [""R7""]","MATCH (e:Event) WHERE e.Activity = ""Approve Invoice"" AND e.Actor = ""R7"" AND e.timestamp <= datetime(""2023-09-01T23:59:59"") RETURN CASE WHEN count(e) > 0 THEN true ELSE false END AS rule_satisfied"
"It is necessary for R8 to undertake the activity ""Process Payment"" on or before October 1st, 2023.","Activity: [""Process Payment""], EntityType: [], Actor: [""R8""]","MATCH (e:Event) WHERE e.Activity = ""Process Payment"" AND e.Actor = ""R8"" AND e.timestamp <= datetime(""2023-10-01T23:59:59"") RETURN CASE WHEN count(e) > 0 THEN true ELSE false END AS rule_satisfied"
"The occurrence of the event ""Ship Order"" by R9 must happen on or after November 1st, 2023.","Activity: [""Ship Order""], EntityType: [], Actor: [""R9""]","MATCH (e:Event) WHERE e.Activity = ""Ship Order"" AND e.Actor = ""R9"" AND e.timestamp >= datetime(""2023-11-01T00:00:00"") RETURN CASE WHEN count(e) > 0 THEN true ELSE false END AS rule_satisfied"
"R10 has to perform activity ""Deliver Package"" at a time no later than December 31st, 2023.","Activity: [""Deliver Package""], EntityType: [], Actor: [""R10""]","MATCH (e:Event) WHERE e.Activity = ""Deliver Package"" AND e.Actor = ""R10"" AND e.timestamp <= datetime(""2023-12-31T23:59:59"") RETURN CASE WHEN count(e) > 0 THEN true ELSE false END AS rule_satisfied"
"There exists an event of type ""Return Item"" performed by R11 after January 1st, 2024.","Activity: [""Return Item""], EntityType: [], Actor: [""R11""]","MATCH (e:Event) WHERE e.Activity = ""Return Item"" AND e.Actor = ""R11"" AND e.timestamp > datetime(""2024-01-01T23:59:59"") RETURN CASE WHEN count(e) > 0 THEN true ELSE false END AS rule_satisfied"
"A person is not allowed to perform both an event of type ""Create Invoice"" and an event of type ""Approve Loan"" for the same entity.","Activity: [""Create Invoice"", ""Approve Loan""], EntityType: [], Actor: []","MATCH (e1:Event {Activity:""Create Invoice""})-[:CORR]->(ent:Entity), (e2:Event{Activity:""Approve Loan""})-[:CORR]->(ent) WHERE e1.Actor = e2.Actor RETURN CASE WHEN COUNT(e1) > 0 THEN false ELSE true END AS ruleSatisfied"
"The same individual must not carry out both activities ""Book Flight"" and ""Check-out Hotel"" on the same entity.","Activity: [""Book Flight"", ""Check-out Hotel""], EntityType: [], Actor: []","MATCH (e1:Event {Activity:""Book Flight""})-[:CORR]->(ent:Entity), (e2:Event{Activity:""Check-out Hotel""})-[:CORR]->(ent) WHERE e1.Actor = e2.Actor RETURN CASE WHEN COUNT(e1) > 0 THEN false ELSE true END AS ruleSatisfied"
"No person may perform both an task of type ""Place Order"" and a task of type ""Ship Product"" for a single entity.","Activity: [""Place Order"", ""Ship Product""], EntityType: [], Actor: []","MATCH (e1:Event {Activity:""Place Order""})-[:CORR]->(ent:Entity), (e2:Event{Activity:""Ship Product""})-[:CORR]->(ent) WHERE e1.Actor = e2.Actor RETURN CASE WHEN COUNT(e1) > 0 THEN false ELSE true END AS ruleSatisfied"
"It is prohibited for one individual to handle both activity ""Create Contract"" and activity ""Send Invoice"" concerning the same object.","Activity: [""Create Contract"", ""Send Invoice""], EntityType: [], Actor: []","MATCH (e1:Event {Activity:""Create Contract""})-[:CORR]->(ent:Entity), (e2:Event{Activity:""Send Invoice""})-[:CORR]->(ent) WHERE e1.Actor = e2.Actor RETURN CASE WHEN COUNT(e1) > 0 THEN false ELSE true END AS ruleSatisfied"
"An event with activity ""Register User"" and an event with activity ""Cancel Subscription"" must not be executed by the same person for the same entity.","Activity: [""Register User"", ""Cancel Subscription""], EntityType: [], Actor: []","MATCH (e1:Event {Activity:""Register User""})-[:CORR]->(ent:Entity), (e2:Event{Activity:""Cancel Subscription""})-[:CORR]->(ent) WHERE e1.Actor = e2.Actor RETURN CASE WHEN COUNT(e1) > 0 THEN false ELSE true END AS ruleSatisfied"
"Handling both an event of type ""Launch Marketing Campaign"" and an event of type ""Offer Discount"" for the same entity by the same person is not permitted.","Activity: [""Launch Marketing Campaign"", ""Offer Discount""], EntityType: [], Actor: []","MATCH (e1:Event {Activity:""Launch Marketing Campaign""})-[:CORR]->(ent:Entity), (e2:Event{Activity:""Offer Discount""})-[:CORR]->(ent) WHERE e1.Actor = e2.Actor RETURN CASE WHEN COUNT(e1) > 0 THEN false ELSE true END AS ruleSatisfied"
"It is mandatory that no actor performs both activities""Write Report"" and ""Present Report"" on the same object.","Activity: [""Write Report"", ""Present Report""], EntityType: [], Actor: []","MATCH (e1:Event {Activity:""Write Report""})-[:CORR]->(ent:Entity), (e2:Event{Activity:""Present Report""})-[:CORR]->(ent) WHERE e1.Actor = e2.Actor RETURN CASE WHEN COUNT(e1) > 0 THEN false ELSE true END AS ruleSatisfied"
"A resource must not execute both an event ""Start Project"" and one of type ""Complete Project"" for a single object.","Activity: [""Start Project"", ""Complete Project""], EntityType: [], Actor: []","MATCH (e1:Event {Activity:""Start Project""})-[:CORR]->(ent:Entity), (e2:Event{Activity:""Complete Project""})-[:CORR]->(ent) WHERE e1.Actor = e2.Actor RETURN CASE WHEN COUNT(e1) > 0 THEN false ELSE true END AS ruleSatisfied"
"For any object instance, the same individual must not perform both activities ""Enroll in Course"" and ""Complete Course"".","Activity: [""Enroll in Course"", ""Complete Course""], EntityType: [], Actor: []","MATCH (e1:Event {Activity:""Enroll in Course""})-[:CORR]->(ent:Entity), (e2:Event{Activity:""Complete Course""})-[:CORR]->(ent) WHERE e1.Actor = e2.Actor RETURN CASE WHEN COUNT(e1) > 0 THEN false ELSE true END AS ruleSatisfied"
"Events of type ""Sign Contract"" and type ""Execute Payment"" concerning the same object must not be handled by the same person.","Activity: [""Sign Contract"", ""Execute Payment""], EntityType: [], Actor: []","MATCH (e1:Event {Activity:""Sign Contract""})-[:CORR]->(ent:Entity), (e2:Event{Activity:""Execute Payment""})-[:CORR]->(ent) WHERE e1.Actor = e2.Actor RETURN CASE WHEN COUNT(e1) > 0 THEN false ELSE true END AS ruleSatisfied"
"A person should not perform both ""Submit Application"" and ""Withdraw Application"" for the same entity.","Activity: [""Submit Application"", ""Withdraw Application""], EntityType: [], Actor: []","MATCH (e1:Event {Activity:""Submit Application""})-[:CORR]->(ent:Entity), (e2:Event{Activity:""Withdraw Application""})-[:CORR]->(ent) WHERE e1.Actor = e2.Actor RETURN CASE WHEN COUNT(e1) > 0 THEN false ELSE true END AS ruleSatisfied"
"A person is not allowed to perform both ""Approve Loan"" and ""Reject Insurance Claim"" for the same entity.","Activity: [""Approve Loan"", ""Reject Insurance Claim""], EntityType: [], Actor: []","MATCH (e1:Event {Activity:""Approve Loan""})-[:CORR]->(ent:Entity), (e2:Event{Activity:""Reject Insurance Claim""})-[:CORR]->(ent) WHERE e1.Actor = e2.Actor RETURN CASE WHEN COUNT(e1) > 0 THEN false ELSE true END AS ruleSatisfied"
The same person must not book a flight and reserve a hotel for the same entity.,"Activity: [""Book Flight"", ""Reserve Hotel""], EntityType: [], Actor: []","MATCH (e1:Event {Activity:""Book Flight""})-[:CORR]->(ent:Entity), (e2:Event{Activity:""Reserve Hotel""})-[:CORR]->(ent) WHERE e1.Actor = e2.Actor RETURN CASE WHEN COUNT(e1) > 0 THEN false ELSE true END AS ruleSatisfied"
No person may place an order and ship a product to the same entity.,"Activity: [""Place Order"", ""Ship Product""], EntityType: [], Actor: []","MATCH (e1:Event {Activity:""Place Order""})-[:CORR]->(ent:Entity), (e2:Event{Activity:""Ship Product""})-[:CORR]->(ent) WHERE e1.Actor = e2.Actor RETURN CASE WHEN COUNT(e1) > 0 THEN false ELSE true END AS ruleSatisfied"
It is prohibited for a person to create a contract and send an invoice for the same entity.,"Activity: [""Create Contract"", ""Send Invoice""], EntityType: [], Actor: []","MATCH (e1:Event {Activity:""Create Contract""})-[:CORR]->(ent:Entity), (e2:Event{Activity:""Send Invoice""})-[:CORR]->(ent) WHERE e1.Actor = e2.Actor RETURN CASE WHEN COUNT(e1) > 0 THEN false ELSE true END AS ruleSatisfied"
